msg_type,repeat,mmsi,year,month,day,hour,minute,second,accuracy,lon,lat,epfd,spare,raim,radio,time,ais_version,imo,callsign,shipname,ship_type,to_bow,to_stern,to_port,to_starboard,draught,destination,dte,status,turn,speed,course,heading,maneuver,reserved,reserved_2,cs,display,dsc,band,msg22,assigned,dac,fid,data,aid_type,name,off_position,regional,virtual_aid,name_ext,offset1,number1,timeout1,increment1,offset2,number2,timeout2,increment2,offset3,number3,timeout3,increment3,offset4,number4,timeout4,increment4,partno,spare_1,vendorid,model,serial,spare_2
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,22,1,24.319798,59.538967,,0,TRUE,4096,1662517883,,,,,,,,,,,,,3,0,11.8,182.2,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276010380-B-18,,,,,,22,0,24.830403,59.466597,,,FALSE,917510,1662517883,,,,,,,,,,,,,,,0,123.9,511,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,002766140-B-20,,,,,,,,,,,0,,,1662517883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,7,1125,1498,1,7,250,0,,,,,,,,,,,,,
18,0,276011470-B-18,,,,,,23,0,24.824797,59.468627,,,FALSE,917510,1662517884,,,,,,,,,,,,,,,0,316.2,511,,0,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276010380-A-24,,,,,,,,,,,,,,1662517884,,,,JAZZ EST935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
24,0,276010380-A-24,,,,,,,,,,,,,,1662517884,,,ES3662,,37,7,4,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,0,0
1,0,276853000-B-1-UnderWayUsingEngine,,,,,,23,1,24.814777,59.498562,,0,FALSE,22020,1662517884,,,,,,,,,,,,,0,0,0,232.1,327,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276001840-A-1-Undefined,,,,,,60,0,24.814035,59.499367,,0,TRUE,133344,1662517885,,,,,,,,,,,,,15,-128,0,244.2,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,309175000-A-1-UnderWayUsingEngine,,,,,,24,1,24.696072,59.691397,,0,TRUE,33708,1662517885,,,,,,,,,,,,,0,10,8.7,133.2,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276432000-B-1-UnderWayUsingEngine,,,,,,23,1,24.719743,59.45774,,0,FALSE,82014,1662517885,,,,,,,,,,,,,0,0,0,127,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276636000-A-1-UnderWaySailing,,,,,,24,0,24.7104,59.460133,,0,FALSE,2212,1662517886,,,,,,,,,,,,,8,127,0.4,108.1,291,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,25,1,24.319795,59.538805,,0,TRUE,4433,1662517886,,,,,,,,,,,,,3,-127,11.8,181.2,177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276260000-B-1-UnderWayUsingEngine,,,,,,24,0,24.71411,59.46271,,0,FALSE,2303,1662517886,,,,,,,,,,,,,0,0,0,102.9,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276005280-B-1-UnderWayUsingEngine,,,,,,25,0,24.669645,59.451767,,0,FALSE,22020,1662517886,,,,,,,,,,,,,0,0,0,111.8,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-B-4,2022,9,7,11,1,24,0,24.640202,60.17733,0,0,TRUE,2250,1662517886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1,002300057-A-8,,,,,,,,,,,0,,,1662517886,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2.75E+88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-B-18,,,,,,25,1,24.758702,59.564887,,,TRUE,81972,1662517886,,,,,,,,,,,,,,,23.3,2.8,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276835000-B-3-UnderWayUsingEngine,,,,,,25,0,24.709302,59.459342,,0,FALSE,138464,1662517886,,,,,,,,,,,,,0,0,0.8,152.6,145,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276702000-A-3-UnderWayUsingEngine,,,,,,26,1,24.793648,59.55856,,0,FALSE,72211,1662517887,,,,,,,,,,,,,0,-128,0,360,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276787000-B-1-UnderWayUsingEngine,,,,,,26,0,24.67132,59.451493,,0,FALSE,49237,1662517887,,,,,,,,,,,,,0,-128,0,336.9,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276756000-B-3-Undefined,,,,,,27,1,24.939323,59.49847,,0,FALSE,3968,1662517888,,,,,,,,,,,,,15,0,0,96.3,207,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276829000-A-1-UnderWayUsingEngine,,,,,,27,1,24.73438,59.671268,,2,FALSE,22020,1662517889,,,,,,,,,,,,,0,-5,22.2,22.6,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,538008636-A-1-UnderWayUsingEngine,,,,,,1,0,24.560845,59.795155,,0,FALSE,49281,1662517889,,,,,,,,,,,,,0,0,12.9,258.7,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-B-3-UnderWaySailing,,,,,,28,0,24.710383,59.460133,,0,FALSE,11808,1662517889,,,,,,,,,,,,,8,0,0.2,153,292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276835000-A-3-UnderWayUsingEngine,,,,,,28,0,24.709308,59.459332,,0,FALSE,131072,1662517889,,,,,,,,,,,,,0,0,0.8,155.7,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-A-4,2022,9,7,11,1,28,0,24.640202,60.17733,0,0,TRUE,2250,1662517889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276675000-B-1-UnderWayUsingEngine,,,,,,0,0,24.793167,59.5585,,0,FALSE,16384,1662517889,,,,,,,,,,,,,0,0,0.1,268,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,29,1,24.319783,59.538582,,0,TRUE,0,1662517890,,,,,,,,,,,,,3,127,11.9,181.2,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766140-B-4,2022,9,7,11,1,29,0,24.84,59.516667,0,0,FALSE,245943,1662517890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766160-B-4,2022,9,7,11,1,29,0,25.500053,59.645888,0,0,FALSE,153092,1662517890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276003580-B-1-UnderWayUsingEngine,,,,,,30,1,24.669497,59.451382,,0,FALSE,99454,1662517891,,,,,,,,,,,,,0,0,0.1,50.8,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-A-18,,,,,,30,1,24.758762,59.565418,,,TRUE,2280,1662517891,,,,,,,,,,,,,,,23,3,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276330000-B-1-UnderWayUsingEngine,,,,,,29,1,24.792167,59.558783,,0,FALSE,66700,1662517891,,,,,,,,,,,,,0,0,0,321,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276538000-A-1-UnderWayUsingEngine,,,,,,29,0,24.713998,59.462525,,0,FALSE,82014,1662517891,,,,,,,,,,,,,0,-128,0,0,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276003580-B-3-UnderWayUsingEngine,,,,,,31,1,24.669497,59.451382,,0,FALSE,3840,1662517892,,,,,,,,,,,,,0,0,0.1,50.8,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-A-3-UnderWaySailing,,,,,,31,0,24.710383,59.460133,,0,FALSE,12560,1662517892,,,,,,,,,,,,,8,0,0.2,181.9,292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276645000-A-1-UnderWaySailing,,,,,,30,0,24.792475,59.558645,,0,FALSE,33978,1662517892,,,,,,,,,,,,,8,-128,0,11.9,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276841000-A-1-UnderWayUsingEngine,,,,,,32,0,24.814315,59.49916,,0,FALSE,49291,1662517892,,,,,,,,,,,,,0,0,0,277.9,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,314475000-A-3-Moored,,,,,,30,0,24.650167,59.463477,,0,FALSE,0,1662517893,,,,,,,,,,,,,5,-128,0,326,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-B-4,2022,9,7,11,1,31,0,24.640202,60.17733,0,0,TRUE,2250,1662517893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,32,1,24.319775,59.538418,,0,TRUE,4064,1662517893,,,,,,,,,,,,,3,0,11.7,181.6,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276385000-B-1-UnderWayUsingEngine,,,,,,32,1,24.814535,59.498993,,0,TRUE,99545,1662517893,,,,,,,,,,,,,0,0,0,81.5,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276835000-B-1-UnderWayUsingEngine,,,,,,32,0,24.709325,59.459322,,0,FALSE,180307,1662517893,,,,,,,,,,,,,0,0,0.8,149.4,146,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276785000-B-1-UnderWayUsingEngine,,,,,,33,1,24.34591,59.568818,,0,TRUE,34045,1662517894,,,,,,,,,,,,,0,-128,8.2,120,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276001930-B-18,,,,,,33,0,24.814252,59.470713,,,TRUE,917510,1662517894,,,,,,,,,,,,,,,5.2,279.2,511,,0,0,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276432000-A-1-UnderWayUsingEngine,,,,,,33,1,24.719743,59.45774,,0,FALSE,22020,1662517894,,,,,,,,,,,,,0,0,0,127,33,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276003580-A-3-UnderWayUsingEngine,,,,,,34,1,24.669497,59.451382,,0,FALSE,0,1662517895,,,,,,,,,,,,,0,0,0,165.3,167,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276001840-B-1-Undefined,,,,,,60,0,24.814025,59.499363,,0,TRUE,165160,1662517895,,,,,,,,,,,,,15,-128,0,246.2,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276829000-B-1-UnderWayUsingEngine,,,,,,33,1,24.73484,59.671833,,2,FALSE,66864,1662517895,,,,,,,,,,,,,0,-5,22.1,22.2,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276005280-A-1-UnderWayUsingEngine,,,,,,35,0,24.669645,59.451767,,0,FALSE,81993,1662517896,,,,,,,,,,,,,0,0,0,249.7,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276853000-A-1-UnderWayUsingEngine,,,,,,35,1,24.814772,59.49856,,0,FALSE,2209,1662517896,,,,,,,,,,,,,0,0,0,241.9,327,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276636000-B-1-UnderWaySailing,,,,,,35,0,24.710383,59.460117,,0,FALSE,2239,1662517896,,,,,,,,,,,,,8,-127,0.1,189.7,290,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,35,1,24.319772,59.538255,,0,TRUE,4321,1662517896,,,,,,,,,,,,,3,-127,11.6,180.1,177,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276260000-A-1-UnderWayUsingEngine,,,,,,35,0,24.714105,59.46271,,0,FALSE,49265,1662517896,,,,,,,,,,,,,0,0,0,255.4,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-B-18,,,,,,36,1,24.758823,59.565953,,,TRUE,81972,1662517896,,,,,,,,,,,,,,,23.2,3.3,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,309175000-B-1-UnderWayUsingEngine,,,,,,36,1,24.696748,59.691043,,0,TRUE,82021,1662517897,,,,,,,,,,,,,0,-22,9,135.2,128,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276787000-A-1-UnderWayUsingEngine,,,,,,37,0,24.671368,59.451518,,0,FALSE,2249,1662517898,,,,,,,,,,,,,0,-128,0,339,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276003580-B-3-UnderWayUsingEngine,,,,,,37,1,24.669497,59.451382,,0,FALSE,4032,1662517898,,,,,,,,,,,,,0,0,0,356.3,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276675000-A-1-UnderWayUsingEngine,,,,,,0,0,24.793167,59.5585,,0,FALSE,66957,1662517898,,,,,,,,,,,,,0,0,0,266.1,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,538008636-B-1-UnderWayUsingEngine,,,,,,10,0,24.559803,59.795045,,0,FALSE,2268,1662517898,,,,,,,,,,,,,0,0,12.9,258.4,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,002766140-A-20,,,,,,,,,,,0,,,1662517898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,1,7,1125,813,1,7,250,0,,,,,,,,,,,,,
1,0,276702000-B-1-UnderWayUsingEngine,,,,,,38,1,24.793605,59.558572,,0,FALSE,66975,1662517898,,,,,,,,,,,,,0,-128,0,360,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276835000-B-3-UnderWayUsingEngine,,,,,,38,0,24.709348,59.459303,,0,FALSE,131072,1662517899,,,,,,,,,,,,,0,127,0.8,146.2,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276010520-A-18,,,,,,38,1,24.83054,59.466458,,,TRUE,610218,1662517899,,,,,,,,,,,,,,,0,360,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-A-3-UnderWaySailing,,,,,,38,0,24.710383,59.460117,,0,FALSE,11680,1662517899,,,,,,,,,,,,,8,-127,0.2,206.7,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,538007812-A-3-AtAnchor,,,,,,40,0,24.828215,59.582773,,0,FALSE,85194,1662517900,,,,,,,,,,,,,1,0,0,124.1,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,39,1,24.319772,59.538038,,0,TRUE,0,1662517900,,,,,,,,,,,,,3,-127,11.8,179,175,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766140-A-4,2022,9,7,11,1,38,0,24.84,59.516667,0,0,FALSE,230877,1662517900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766160-A-4,2022,9,7,11,1,38,0,25.500053,59.645888,0,0,FALSE,153092,1662517900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276330000-A-1-UnderWayUsingEngine,,,,,,39,1,24.792167,59.558783,,0,FALSE,2258,1662517901,,,,,,,,,,,,,0,0,0,325,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276538000-B-1-UnderWayUsingEngine,,,,,,39,0,24.713998,59.462525,,0,FALSE,82015,1662517901,,,,,,,,,,,,,0,-128,0,0,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-A-18,,,,,,41,1,24.758913,59.566595,,,TRUE,22020,1662517901,,,,,,,,,,,,,,,23.2,4,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276003580-A-3-UnderWayUsingEngine,,,,,,40,1,24.669497,59.451382,,0,FALSE,3905,1662517901,,,,,,,,,,,,,0,0,0,250.5,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276385000-A-1-UnderWayUsingEngine,,,,,,41,1,24.814538,59.498987,,0,TRUE,49272,1662517902,,,,,,,,,,,,,0,0,0,76.3,62,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276841000-B-1-UnderWayUsingEngine,,,,,,41,0,24.814315,59.499153,,0,FALSE,22020,1662517902,,,,,,,,,,,,,0,0,0,238,61,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276835000-A-1-UnderWayUsingEngine,,,,,,41,0,24.709353,59.459295,,0,FALSE,245843,1662517902,,,,,,,,,,,,,0,127,0.7,152.9,148,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,276787000-B-5,,0,0,24,60,,,,,1,FALSE,,,1662517902,0,0,ESJP,VIRU,30,7,18,5,2,3.2,TALLINN-MEERUSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-B-3-UnderWaySailing,,,,,,41,0,24.710383,59.460117,,0,FALSE,11904,1662517902,,,,,,,,,,,,,8,0,0.1,233.7,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276645000-B-1-UnderWaySailing,,,,,,41,0,24.792482,59.558638,,0,FALSE,34382,1662517903,,,,,,,,,,,,,8,-128,0,161.5,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,42,1,24.319783,59.537872,,0,TRUE,4112,1662517903,,,,,,,,,,,,,3,127,12.1,179.9,176,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276010300-A-24,,,,,,,,,,,,,,1662517903,,,ES3655,,37,0,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,GRM,1,5,4
1,0,276785000-A-1-UnderWayUsingEngine,,,,,,43,1,24.346552,59.568618,,0,TRUE,2271,1662517904,,,,,,,,,,,,,0,-128,8.1,120.4,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276636000-A-1-UnderWaySailing,,,,,,43,0,24.710383,59.460117,,0,FALSE,2275,1662517904,,,,,,,,,,,,,8,0,0.1,241.3,288,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276853000-B-1-UnderWayUsingEngine,,,,,,43,1,24.814772,59.49856,,0,FALSE,99965,1662517904,,,,,,,,,,,,,0,0,0,230.5,326,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276432000-B-1-UnderWayUsingEngine,,,,,,42,1,24.719743,59.45774,,0,FALSE,82014,1662517904,,,,,,,,,,,,,0,0,0,127,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276003580-B-3-UnderWayUsingEngine,,,,,,44,1,24.669497,59.451382,,0,FALSE,0,1662517905,,,,,,,,,,,,,0,0,0,257.4,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0,002300108-A-20,,,,,,,,,,,0,,,1662517906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,1,1,250,1125,1,2,1125,0,,,,,,,,,,,,,
1,0,276005280-B-1-UnderWayUsingEngine,,,,,,45,0,24.669645,59.451767,,0,FALSE,22020,1662517906,,,,,,,,,,,,,0,0,0,212.5,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-B-4,2022,9,7,11,1,44,0,24.6402,60.177332,0,0,TRUE,2250,1662517906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-B-18,,,,,,45,1,24.758958,59.567025,,,TRUE,22020,1662517906,,,,,,,,,,,,,,,23.3,2.5,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,309175000-A-1-UnderWayUsingEngine,,,,,,45,1,24.697272,59.690788,,0,TRUE,2288,1662517906,,,,,,,,,,,,,0,21,8.8,134.5,129,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276008650-B-24,,,,,,,,,,,,,,1662517906,,,,KLARINA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,
8,1,002300057-A-8,,,,,,,,,,,0,,,1662517906,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,2.74E+88,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-B-3-RestrictedManoeuverability,,,,,,45,1,24.319777,59.537703,,0,TRUE,4337,1662517906,,,,,,,,,,,,,3,127,12.1,180.6,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276001840-A-1-Undefined,,,,,,60,0,24.814022,59.49936,,0,TRUE,159984,1662517906,,,,,,,,,,,,,15,-128,0,248.5,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276787000-B-1-UnderWayUsingEngine,,,,,,46,0,24.671375,59.451542,,0,FALSE,49237,1662517906,,,,,,,,,,,,,0,-128,0,337.2,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0,992761008-A-21,,,,,,43,0,24.586138,59.677373,1,0,FALSE,,1662517907,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,FALSE,,,,20,BUOY-205,FALSE,228,FALSE,,,,,,,,,,,,,,,,,,,,,,,
3,0,276260000-B-3-UnderWayUsingEngine,,,,,,45,0,24.714103,59.462708,,0,FALSE,291,1662517907,,,,,,,,,,,,,0,0,0,283.3,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276829000-B-1-UnderWayUsingEngine,,,,,,45,1,24.735755,59.672967,,2,FALSE,82068,1662517907,,,,,,,,,,,,,0,0,22.1,22.1,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,276260000-B-5,,8,6,15,40,,,,,1,FALSE,,,1662517907,2,8853946,ES2388,NAFTA,89,42,18,5,6,4,PALJASSAARE SADAM,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276675000-B-1-UnderWayUsingEngine,,,,,,0,0,24.793167,59.5585,,0,FALSE,16384,1662517908,,,,,,,,,,,,,0,0,0,264.7,281,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276003580-A-3-UnderWayUsingEngine,,,,,,47,1,24.669497,59.451382,,0,FALSE,4352,1662517908,,,,,,,,,,,,,0,0,0,288.8,168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276702000-A-1-UnderWayUsingEngine,,,,,,48,1,24.793645,59.5586,,0,FALSE,67341,1662517908,,,,,,,,,,,,,0,-128,0,360,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276864000-A-3-Moored,,,,,,48,0,24.752508,59.447727,,0,FALSE,0,1662517908,,,,,,,,,,,,,5,0,0,180.1,174,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276636000-B-3-UnderWaySailing,,,,,,48,0,24.710383,59.460117,,0,FALSE,0,1662517909,,,,,,,,,,,,,8,127,0.1,116.5,287,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,538008636-A-1-UnderWayUsingEngine,,,,,,21,0,24.558532,59.794912,,0,FALSE,67361,1662517909,,,,,,,,,,,,,0,0,12.9,258.4,257,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002300108-A-4,2022,9,7,11,1,48,0,24.640202,60.177332,0,0,TRUE,2250,1662517909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,276538000-A-1-UnderWayUsingEngine,,,,,,48,0,24.713998,59.462525,,0,FALSE,100173,1662517910,,,,,,,,,,,,,0,-128,0,0,511,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,0,276012530-B-24,,,,,,,,,,,,,,1662517910,,,ES,,36,7,5,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,VSP,2,15463,0
4,0,002766140-B-4,2022,9,7,11,1,48,0,24.84,59.516667,0,0,FALSE,198484,1662517910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,276798000-A-3-RestrictedManoeuverability,,,,,,49,1,24.319768,59.537485,,0,TRUE,0,1662517910,,,,,,,,,,,,,3,0,11.7,182.9,178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,002766160-B-4,2022,9,7,11,1,48,0,25.500053,59.645888,0,0,FALSE,133322,1662517910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0,276007420-A-18,,,,,,50,1,24.758967,59.567563,,,TRUE,67437,1662517911,,,,,,,,,,,,,,,23.4,359.7,511,,0,0,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
